,,
State Code (FIPS),County Code (FIPS),Area Name (including legal/statistical area description)
27,039,Milton township
27,039,Ripley township
27,039,Vernon township
27,039,Wasioja township
27,039,West Concord city
27,039,Westfield township
27,041,Alexandria city
27,041,Alexandria township
27,041,Belle River township
27,041,Brandon city
27,041,Brandon township
27,041,Carlos city
27,041,Carlos township
27,041,Evansville city
27,041,Evansville township
27,041,Forada city
27,041,Garfield city
27,041,Holmes City township
27,041,Hudson township
27,041,Ida township
27,041,Kensington city
27,041,La Grand township
27,041,Lake Mary township
27,041,Leaf Valley township
27,041,Lund township
27,041,Millerville city
27,041,Millerville township
27,041,Miltona city
27,041,Miltona township
27,041,Moe township
27,041,Nelson city
27,041,Orange township
27,041,Osakis city
27,041,Osakis township
27,041,Solem township
27,041,Spruce Hill township
27,041,Urness township
27,043,Barber township
27,043,Blue Earth city
27,043,Blue Earth City township
27,043,Bricelyn city
27,043,Brush Creek township
27,043,Clark township
27,043,Delavan city
27,043,Delavan township
27,043,Dunbar township
27,043,Easton city
27,043,Elmore city
27,043,Elmore township
27,043,Emerald township
27,043,Foster township
27,043,Frost city
27,043,Jo Daviess township
27,043,Kiester city
27,043,Kiester township
27,043,Lura township
27,043,Minnesota Lake city
27,043,Minnesota Lake township
27,043,Pilot Grove township
27,043,Prescott township
27,043,Rome township
27,043,Seely township
27,043,Verona township
27,043,Walnut Lake township
27,043,Walters city
27,043,Wells city
27,043,Winnebago city
27,043,Winnebago City township
27,045,Amherst township
27,045,Arendahl township
27,045,Beaver township
27,045,Bloomfield township
27,045,Bristol township
27,045,Canton city
27,045,Canton township
27,045,Carimona township
27,045,Carrolton township
27,045,Chatfield city
27,045,Chatfield township
27,045,Fillmore township
27,045,Forestville township
27,045,Fountain city
27,045,Fountain township
27,045,Harmony city
27,045,Harmony township
27,045,Holt township
27,045,Jordan township
27,045,Lanesboro city
27,045,Mabel city
27,045,Newburg township
27,045,Norway township
27,045,Ostrander city
27,045,Peterson city
27,045,Pilot Mound township
27,045,Preble township
27,045,Preston city
27,045,Preston township
27,045,Rushford city
27,045,Rushford Village city
27,045,Spring Valley city
27,045,Spring Valley township
27,045,Sumner township
27,045,Whalan city
27,045,Wykoff city
27,045,York township
27,047,Albert Lea city
27,047,Albert Lea township
27,047,Alden city
27,047,Alden township
27,047,Bancroft township
27,047,Bath township
27,047,Carlston township
27,047,Clarks Grove city
27,047,Conger city
27,047,Emmons city
27,047,Freeborn city
27,047,Freeborn township
27,047,Freeman township
27,047,Geneva city
27,047,Geneva township
27,047,Glenville city
27,047,Hartland city
27,047,Hartland township
27,047,Hayward city
27,047,Hayward township
27,047,Hollandale city
27,047,London township
27,047,Manchester city
27,047,Manchester township
27,047,Mansfield township
27,047,Moscow township
27,047,Myrtle city
27,047,Newry township
27,047,Nunda township
27,047,Oakland township
27,047,Pickerel Lake township
27,047,Riceland township
27,047,Shell Rock township
27,047,Twin Lakes city
27,049,Bellechester city
27,049,Belle Creek township
27,049,Belvidere township
27,049,Cannon Falls city
27,049,Cannon Falls township
27,049,Cherry Grove township
27,049,Dennison city
27,049,Featherstone township
27,049,Florence township
27,049,Goodhue city
27,049,Goodhue township
27,049,Hay Creek township
27,049,Holden township
27,049,Kenyon city
27,049,Kenyon township
27,049,Lake City city
27,049,Leon township
27,049,Minneola township
27,049,Pine Island city
27,049,Pine Island township
27,049,Red Wing city
27,049,Roscoe township
27,049,Stanton township
27,049,Vasa township
27,049,Wacouta township
27,049,Wanamingo city
27,049,Wanamingo township
27,049,Warsaw township
27,049,Welch township
27,049,Zumbrota city
27,049,Zumbrota township
27,051,Ashby city
27,051,Barrett city
27,051,Delaware township
27,051,Elbow Lake city
27,051,Elbow Lake township
27,051,Elk Lake township
27,051,Erdahl township
27,051,Gorton township
27,051,Herman city
27,051,Hoffman city
27,051,Land township
27,051,Lawrence township
27,051,Lien township
27,051,Logan township
27,051,Macsville township
27,051,Norcross city
27,051,North Ottawa township
27,051,Pelican Lake township
27,051,Pomme de Terre township
27,051,Roseville township
27,051,Sanford township
27,051,Stony Brook township
27,051,Wendell city
27,055,Black Hammer township
27,055,Brownsville city
27,055,Brownsville township
27,055,Caledonia city
27,055,Caledonia township
27,055,Crooked Creek township
27,055,Eitzen city
27,055,Hokah city
27,055,Hokah township
27,055,Houston city
27,055,Houston township
27,055,Jefferson township
27,055,La Crescent city
27,055,La Crescent township
27,055,Mayville township
27,055,Money Creek township
27,055,Mound Prairie township
27,055,Sheldon township
27,055,Spring Grove city
27,055,Spring Grove township
27,055,Union township
27,055,Wilmington township
27,055,Winnebago township
27,055,Yucatan township
27,057,Akeley city
27,057,Akeley township
27,057,Arago township
27,057,Badoura township
27,057,Clay township
27,057,Clover township
27,057,Crow Wing Lake township
27,057,Farden township
27,057,Fern township
27,057,Guthrie township
27,057,Hart Lake township
27,057,Helga township
27,057,Hendrickson township
27,057,Henrietta township
27,057,Hubbard township
27,057,Lake Alice township
27,057,Lake Emma township
27,057,Lake George township
27,057,Lake Hattie township
27,057,Lakeport township
27,057,Laporte city
27,057,Mantrap township
27,057,Nevis city
27,057,Nevis township
27,057,Park Rapids city
27,057,Rockwood township
27,057,Schoolcraft township
27,057,Steamboat River township
27,057,Straight River township
27,057,Thorpe township
27,057,Todd township
27,057,White Oak township
27,059,Athens township
27,059,Bradford township
27,059,Braham city
27,059,Cambridge city
27,059,Cambridge township
27,059,Dalbo township
27,059,Isanti city
27,059,Isanti township
27,059,Maple Ridge township
27,059,North Branch township
27,059,Oxford township
27,059,St. Francis city
27,059,Spencer Brook township
27,059,Springvale township
27,059,Stanchfield township
27,059,Stanford township
27,059,Wyanett township
27,061,Alvwood township
27,061,Arbo township
27,061,Ardenhurst township
27,061,Balsam township
27,061,Bearville township
27,061,Bigfork city
27,061,Bigfork township
27,061,Blackberry township
27,061,Bovey city
27,061,Bowstring township
27,061,Bowstring Lake UT
27,061,Carpenter township
27,061,Cohasset city
27,061,Coleraine city
27,061,Deer Lake UT
27,061,Deer River city
27,061,Deer River township
27,061,Effie city
27,061,Effie UT
27,061,Feeley township
27,061,Good Hope township
27,061,Goodland township
27,061,Grand Rapids city
27,061,Grattan township
27,061,Greenway township
27,061,Harris township
27,061,Keewatin city
27,061,Kinghurst township
27,061,Lake Jessie township
27,061,La Prairie city
27,061,Lawrence township
27,061,Liberty UT
27,061,Little Sand Lake UT
27,061,Lone Pine township
27,061,Marcell township
27,061,Max township
27,061,Moose Park township
27,061,Morse township
27,061,Nashwauk township
27,061,Nore township
27,061,Northeast Itasca UT
27,061,Oteneagen township
27,061,Pomroy township
27,061,Sago township
27,061,Sand Lake township
27,061,Spang township
27,061,Splithand township
27,061,Squaw Lake city
27,061,Stokes township
27,061,Taconite city
27,061,Third River township
27,061,Trout Lake township
27,061,Wabana township
27,061,Warba city
27,061,Wawina township
27,061,Wildwood township
27,061,Wirt township
27,061,Zemple city
27,063,Alba township
27,063,Alpha city
27,063,Belmont township
27,063,Christiania township
27,063,Delafield township
27,063,Des Moines township
27,063,Enterprise township
27,063,Ewington township
27,063,Heron Lake city
27,063,Heron Lake township
27,063,Hunter township
27,063,Jackson city
27,063,Kimball township
27,063,La Crosse township
27,063,Lakefield city
27,063,Middletown township
27,063,Minneota township
27,063,Okabena city
27,063,Petersburg township
27,063,Rost township
27,063,Round Lake township
27,063,Sioux Valley township
27,063,Weimer township
27,063,West Heron Lake township
27,063,Wilder city
27,063,Wisconsin township
27,065,Ann Lake township
27,065,Arthur township
27,065,Braham city
27,065,Brunswick township
27,065,Comfort township
27,065,Ford township
27,065,Grass Lake township
27,065,Grasston city
27,065,Hay Brook township
27,065,Hillman township
27,065,Kanabec township
27,065,Knife Lake township
27,065,Kroschel township
27,065,Mora city
27,065,Ogilvie city
27,065,Peace township
27,065,Pomroy township
27,065,Quamba city
27,065,South Fork township
27,065,Whited township
27,067,Arctander township
27,067,Atwater city
27,067,Blomkest city
27,067,Burbank township
27,067,Colfax township
27,067,Dovre township
27,067,East Lake Lillian township
27,067,Edwards township
27,067,Fahlun township
27,067,Gennessee township
27,067,Green Lake township
27,067,Harrison township
27,067,Holland township
27,067,Irving township
27,067,Kandiyohi city
27,067,Kandiyohi township
27,067,Lake Andrew township
27,067,Lake Elizabeth township
27,067,Lake Lillian city
27,067,Lake Lillian township
27,067,Mamre township
27,067,New London city
27,067,New London township
27,067,Norway Lake township
27,067,Pennock city
27,067,Prinsburg city
27,067,Raymond city
27,067,Regal city
27,067,Roseland township
27,067,Roseville township
27,067,St. Johns township
27,067,Spicer city
27,067,Sunburg city
27,067,Whitefield township
27,067,Willmar city
27,067,Willmar township
27,069,Arveson township
27,069,Cannon township
27,069,Caribou township
27,069,Clow township
27,069,Davis township
27,069,Deerwood township
27,069,Donaldson city
27,069,Granville township
27,069,Hallock city
27,069,Hallock township
27,069,Halma city
27,069,Hampden township
27,069,Hazelton township
27,069,Hill township
27,069,Humboldt city
27,069,Jupiter township
27,069,Karlstad city
27,069,Kennedy city
27,069,Klondike UT
27,069,Lake Bronson city
27,069,Lancaster city
27,069,McKinley UT
27,069,North Red River UT
27,069,Norway township
27,069,Peatland UT
27,069,Pelan township
27,069,Percy township
27,069,Poppleton township
27,069,Richardville township
27,069,St. Joseph township
27,069,St. Vincent city
27,069,St. Vincent township
27,069,Skane township
27,069,South Red River township
27,069,Spring Brook township
27,069,Svea township
27,069,Tegner township
27,069,Teien township
27,069,Thompson township
27,073,Agassiz township
27,073,Arena township
27,073,Augusta township
27,073,Baxter township
27,073,Bellingham city
27,073,Boyd city
27,073,Camp Release township
27,073,Cerro Gordo township
27,073,Dawson city
27,073,Freeland township
27,073,Garfield township
27,073,Hamlin township
27,073,Hantho township
27,073,Lac qui Parle township
27,073,Lake Shore township
27,073,Louisburg city
27,073,Madison city
27,073,Madison township
27,073,Manfred township
27,073,Marietta city
27,073,Maxwell township
27,073,Mehurin township
27,073,Nassau city
27,073,Perry township
27,073,Providence township
27,073,Riverside township
27,073,Ten Mile Lake township
27,073,Walter township
27,073,Yellow Bank township
27,075,Beaver Bay city
27,075,Beaver Bay township
27,075,Crystal Bay township
27,075,Fall Lake township
27,075,Lake No. 1 UT
27,075,Lake No. 2 UT
27,075,Silver Bay city
27,075,Silver Creek township
27,075,Stony River township
27,075,Two Harbors city
27,079,Cleveland city
27,079,Cleveland township
27,079,Cordova township
27,079,Derrynane township
27,079,Elysian city
27,079,Elysian township
27,079,Heidelberg city
27,079,Kasota city
27,079,Kasota township
27,079,Kilkenny city
27,079,Kilkenny township
27,079,Lanesburgh township
27,079,Le Center city
27,079,Le Sueur city
27,079,Lexington township
27,079,Mankato city
27,079,Montgomery city
27,079,Montgomery township
27,079,New Prague city
27,079,Ottawa township
27,079,Sharon township
27,079,Tyrone township
27,079,Washington township
27,079,Waterville city
27,079,Waterville township
27,081,Alta Vista township
27,081,Arco city
27,081,Ash Lake township
27,081,Diamond Lake township
27,081,Drammen township
27,081,Hansonville township
27,081,Hendricks city
27,081,Hendricks township
27,081,Hope township
27,081,Ivanhoe city
27,081,Lake Benton city
27,081,Lake Benton township
27,081,Lake Stay township
27,081,Limestone township
27,081,Marble township
27,081,Marshfield township
27,081,Royal township
27,081,Shaokatan township
27,081,Tyler city
27,081,Verdi township
27,083,Amiret township
27,083,Balaton city
27,083,Clifton township
27,083,Coon Creek township
27,083,Cottonwood city
27,083,Custer township
27,083,Eidsvold township
27,083,Fairview township
27,083,Florence city
27,083,Garvin city
27,083,Ghent city
27,083,Grandview township
27,083,Island Lake township
27,083,Lake Marshall township
27,083,Lucas township
27,083,Lynd city
27,083,Lynd township
27,083,Lyons township
27,083,Marshall city
27,083,Minneota city
27,083,Monroe township
27,083,Nordland township
27,083,Rock Lake township
27,083,Russell city
27,083,Shelburne township
27,083,Sodus township
27,083,Stanley township
27,083,Taunton city
27,083,Tracy city
27,083,Vallers township
27,083,Westerheim township
27,085,Acoma township
27,085,Bergen township
27,085,Biscay city
27,085,Brownton city
27,085,Collins township
27,085,Glencoe city
27,085,Glencoe township
27,085,Hale township
27,085,Hassan Valley township
27,085,Helen township
27,085,Hutchinson city
27,085,Hutchinson township
27,085,Lester Prairie city
27,085,Lynn township
27,085,Penn township
27,085,Plato city
27,085,Rich Valley township
27,085,Round Grove township
27,085,Silver Lake city
27,085,Stewart city
27,085,Sumter township
27,085,Winsted city
27,085,Winsted township
27,087,Beaulieu township
27,087,Bejou city
27,087,Bejou township
27,087,Chief township
27,087,Clover township
27,087,Gregory township
27,087,Heier township
27,087,Island Lake township
27,087,La Garde township
27,087,Lake Grove township
27,087,Little Elbow township
27,087,Mahnomen city
27,087,Marsh Creek township
27,087,Oakland township
27,087,Pembina township
27,087,Popple Grove township
27,087,Rosedale township
27,087,Twin Lakes township
27,087,Waubun city
27,089,Agder township
27,089,Alma township
27,089,Alvarado city
27,089,Argyle city
27,089,Augsburg township
27,089,Big Woods township
27,089,Bloomer township
27,089,Boxville township
27,089,Cedar township
27,089,Como township
27,089,Comstock township
27,089,Donnelly township
27,089,Eagle Point township
27,089,East Park township
27,089,East Valley township
27,089,Eckvoll township
27,089,Espelie township
27,089,Excel township
27,089,Foldahl township
27,089,Fork township
27,089,Grand Plain township
27,089,Grygla city
27,089,Holt city
27,089,Holt township
27,089,Huntly township
27,089,Lincoln township
27,089,Linsell township
27,089,McCrea township
27,089,Marsh Grove township
27,089,Middle River city
27,089,Middle River township
27,089,Moose River township
27,089,Moylan township
27,089,Mud Lake UT
27,089,Nelson Park township
27,089,Newfolden city
27,089,New Folden township
27,089,New Maine township
27,089,New Solum township
27,089,Oak Park township
27,089,Oslo city
27,089,Parker township
27,089,Rollis township
27,089,Sinnott township
27,089,Spruce Valley township
27,089,Stephen city
27,089,Strandquist city
27,089,Tamarac township
27,089,Thief Lake township
27,089,Valley township
27,089,Vega township
27,089,Veldt township
27,089,Viking city
27,089,Viking township
27,089,Wanger township
27,089,Warren city
27,089,Warrenton township
27,089,West Valley township
27,089,Whiteford township
27,089,Wright township
27,091,Cedar township
27,091,Center Creek township
27,091,Ceylon city
27,091,Dunnell city
27,091,East Chain township
27,091,Elm Creek township
27,091,Fairmont city
27,091,Fairmont township
27,091,Fox Lake township
27,091,Fraser township
27,091,Galena township
27,091,Granada city
27,091,Jay township
27,091,Lake Belt township
27,091,Lake Fremont township
27,091,Manyaska township
27,091,Nashville township
27,091,Northrop city
27,091,Ormsby city
27,091,Pleasant Prairie township
27,091,Rolling Green township
27,091,Rutland township
27,091,Sherburn city
27,091,Silver Lake township
27,091,Tenhassen township
27,091,Trimont city
27,091,Truman city
27,091,Waverly township
27,091,Welcome city
27,091,Westford township
27,093,Acton township
27,093,Cedar Mills city
27,093,Cedar Mills township
27,093,Collinwood township
27,093,Cosmos city
27,093,Cosmos township
27,093,Danielson township
27,093,Darwin city
27,093,Darwin township
27,093,Dassel city
27,093,Dassel township
27,093,Eden Valley city
27,093,Ellsworth township
27,093,Forest City township
27,093,Forest Prairie township
27,093,Greenleaf township
27,093,Grove City city
27,093,Harvey township
27,093,Kingston city
27,093,Kingston township
27,093,Litchfield city
27,093,Litchfield township
27,093,Manannah township
27,093,Swede Grove township
27,093,Union Grove township
27,093,Watkins city
27,095,Bock city
27,095,Bogus Brook township
27,095,Borgholm township
27,095,Bradbury township
27,095,Dailey township
27,095,East Side township
27,095,Foreston city
27,095,Greenbush township
27,095,Hayland township
27,095,Isle city
27,095,Isle Harbor township
27,095,Kathio township
27,095,Lewis township
27,095,Milaca city
27,095,Milaca township
27,095,Milo township
27,095,Mudgett township
27,095,Onamia city
27,095,Onamia township
27,095,Page township
27,095,Pease city
27,095,Princeton city
27,095,Princeton township
27,095,South Harbor township
27,095,Wahkon city
27,097,Agram township
27,097,Belle Prairie township
27,097,Bellevue township
27,097,Bowlus city
27,097,Buckman city
27,097,Buckman township
27,097,Buh township
27,097,Culdrum township
27,097,Cushing township
27,097,Darling township
27,097,Elmdale city
27,097,Elmdale township
27,097,Flensburg city
27,097,Genola city
27,097,Granite township
27,097,Green Prairie township
27,097,Harding city
27,097,Hillman city
27,097,Hillman township
27,097,Lakin township
27,097,Lastrup city
27,097,Leigh township
27,097,Little Falls city
27,097,Little Falls township
27,097,Morrill township
27,097,Motley city
27,097,Motley township
27,097,Mount Morris township
27,097,Parker township
27,097,Pierz city
27,097,Pierz township
27,097,Pike Creek township
27,097,Platte township
27,097,Pulaski township
27,097,Randall city
27,097,Richardson township
27,097,Ripley township
27,097,Rosing township
27,097,Royalton city
27,097,Scandia Valley township
27,097,Sobieski city
27,097,Swan River township
27,097,Swanville city
27,097,Swanville township
27,097,Two Rivers township
27,097,Upsala city
27,099,Adams city
27,099,Adams township
27,099,Austin city
27,099,Austin township
27,099,Bennington township
27,099,Brownsdale city
27,099,Clayton township
27,099,Dexter city
27,099,Dexter township
27,099,Elkton city
27,099,Frankford township
27,099,Grand Meadow city
27,099,Grand Meadow township
27,099,Lansing township
27,099,Le Roy city
27,099,Le Roy township
27,099,Lodi township
27,099,Lyle city
27,099,Lyle township
27,099,Mapleview city
27,099,Marshall township
27,099,Nevada township
27,099,Pleasant Valley township
27,099,Racine city
27,099,Racine township
27,099,Red Rock township
27,099,Rose Creek city
27,099,Sargeant city
27,099,Sargeant township
27,099,Taopi city
27,099,Udolpho township
27,099,Waltham city
27,099,Waltham township
27,099,Windom township
27,101,Avoca city
27,101,Belfast township
27,101,Bondin township
27,101,Cameron township
27,101,Chanarambie township
27,101,Chandler city
27,101,Currie city
27,101,Des Moines River township
27,101,Dovray city
27,101,Dovray township
27,101,Ellsborough township
27,101,Fenton township
27,101,Fulda city
27,101,Hadley city
27,101,Holly township
27,101,Iona city
27,101,Iona township
27,101,Lake Sarah township
27,101,Lake Wilson city
27,101,Leeds township
27,101,Lime Lake township
27,101,Lowville township
27,101,Mason township
27,101,Moulton township
27,101,Murray township
27,101,Shetek township
27,101,Skandia township
27,101,Slayton city
27,101,Slayton township
27,103,Belgrade township
27,103,Bernadotte township
27,103,Brighton township
27,103,Courtland city
27,103,Courtland township
27,103,Granby township
27,103,Lafayette city
27,103,Lafayette township
27,103,Lake Prairie township
27,103,Mankato city
27,103,New Sweden township
27,103,Nicollet city
27,103,Nicollet township
27,103,North Mankato city
27,103,Oshawa township
27,103,Ridgely township
27,103,St. Peter city
27,103,Traverse township
27,103,West Newton township
27,105,Adrian city
27,105,Bigelow city
27,105,Bigelow township
27,105,Bloom township
27,105,Brewster city
27,105,Dewald township
27,105,Dundee city
27,105,Elk township
27,105,Ellsworth city
27,105,Graham Lakes township
27,105,Grand Prairie township
27,105,Hersey township
27,105,Indian Lake township
27,105,Kinbrae city
27,105,Larkin township
27,105,Leota township
27,105,Lismore city
27,105,Lismore township
27,105,Little Rock township
27,105,Lorain township
27,105,Olney township
27,105,Ransom township
27,105,Round Lake city
27,105,Rushmore city
27,105,Seward township
27,105,Summit Lake township
27,105,Westside township
27,105,Wilmont city
27,105,Wilmont township
27,105,Worthington city
27,105,Worthington township
27,107,Ada city
27,107,Anthony township
27,107,Bear Park township
27,107,Borup city
27,107,Flom township
27,107,Fossum township
27,107,Gary city
27,107,Good Hope township
27,107,Green Meadow township
27,107,Halstad city
27,107,Halstad township
27,107,Hegne township
27,107,Hendrum city
27,107,Hendrum township
27,107,Home Lake township
27,107,Lake Ida township
27,107,Lee township
27,107,Lockhart township
27,107,McDonaldsville township
27,107,Mary township
27,107,Perley city
27,107,Pleasant View township
27,107,Rockwell township
27,107,Shelly city
27,107,Shelly township
27,107,Spring Creek township
27,107,Strand township
27,107,Sundal township
27,107,Twin Valley city
27,107,Waukon township
27,107,Wild Rice township
27,107,Winchester township
27,109,Byron city
27,109,Cascade township
27,109,Chatfield city
27,109,Dover city
27,109,Dover township
27,109,Elmira township
27,109,Eyota city
27,109,Eyota township
27,109,Farmington township
27,109,Haverhill township
27,109,High Forest township
27,109,Kalmar township
27,109,Marion township
27,109,New Haven township
27,109,Orion township
27,109,Oronoco city
27,109,Oronoco township
27,109,Pine Island city
27,109,Pleasant Grove township
27,109,Quincy township
27,109,Rochester city
27,109,Rochester township
27,109,Rock Dell township
27,109,Salem township
27,109,Stewartville city
27,109,Viola township
27,111,Aastad township
27,111,Amor township
27,111,Aurdal township
27,111,Battle Lake city
27,111,Blowers township
27,111,Bluffton city
27,111,Bluffton township
27,111,Buse township
27,111,Butler township
27,111,Candor township
27,111,Carlisle township
27,111,Clitherall city
27,111,Clitherall township
27,111,Compton township
27,111,Corliss township
27,111,Dalton city
27,111,Dane Prairie township
27,111,Dead Lake township
27,111,Deer Creek city
27,111,Deer Creek township
27,111,Dent city
27,111,Dora township
27,111,Dunn township
27,111,Eagle Lake township
27,111,Eastern township
27,111,Edna township
27,111,Effington township
27,111,Elizabeth city
27,111,Elizabeth township
27,111,Elmo township
27,111,Erhard city
27,111,Erhards Grove township
27,111,Everts township
27,111,Fergus Falls city
27,111,Fergus Falls township
27,111,Folden township
27,111,Friberg township
27,111,Girard township
27,111,Gorman township
27,111,Henning city
27,111,Henning township
27,111,Hobart township
27,111,Homestead township
27,111,Inman township
27,111,Leaf Lake township
27,111,Leaf Mountain township
27,111,Lida township
27,111,Maine township
27,111,Maplewood township
27,111,Newton township
27,111,New York Mills city
27,111,Nidaros township
27,111,Norwegian Grove township
27,111,Oak Valley township
27,111,Orwell township
27,111,Oscar township
27,111,Ottertail city
27,111,Otter Tail township
27,111,Otto township
27,111,Paddock township
27,111,Parkers Prairie city
27,111,Parkers Prairie township
27,111,Pelican township
27,111,Pelican Rapids city
27,111,Perham city
27,111,Perham township
27,111,Pine Lake township
27,111,Richville city
27,111,Rothsay city
27,111,Rush Lake township
27,111,St. Olaf township
27,111,Scambler township
27,111,Star Lake township
27,111,Sverdrup township
27,111,Tordenskjold township
27,111,Trondhjem township
27,111,Tumuli township
27,111,Underwood city
27,111,Urbank city
27,111,Vergas city
27,111,Vining city
27,111,Wadena city
27,111,Western township
27,111,Woodside township
27,113,Black River township
27,113,Bray township
27,113,Cloverleaf township
27,113,Deer Park township
27,113,Goodridge city
27,113,Goodridge township
27,113,Hickory township
27,113,Highlanding township
27,113,Kratka township
27,113,Mayfield township
27,113,Norden township
27,113,North township
27,113,Numedal township
27,113,Polk Centre township
27,113,Reiner township
27,113,River Falls township
27,113,Rocksbury township
27,113,St. Hilaire city
27,113,Sanders township
27,113,Silverton township
27,113,Smiley township
27,113,Star township
27,113,Thief River Falls city
27,113,Wyandotte township
27,115,Arlone township
27,115,Arna township
27,115,Askov city
27,115,Barry township
27,115,Birch Creek township
27,115,Bremen township
27,115,Brook Park city
27,115,Brook Park township
27,115,Bruno city
27,115,Bruno township
27,115,Chengwatana township
27,115,Clover township
27,115,Crosby township
27,115,Danforth township
27,115,Dell Grove township
27,115,Denham city
27,115,Finlayson city
27,115,Finlayson township
27,115,Fleming township
27,115,Henriette city
27,115,Hinckley city
27,115,Hinckley township
27,115,Kerrick city
27,115,Kerrick township
27,115,Kettle River township
27,115,Mission Creek township
27,115,Munch township
27,115,New Dosey township
27,115,Nickerson township
27,115,Norman township
27,115,Ogema township
27,115,Park township
27,115,Partridge township
27,115,Pine City city
27,115,Pine City township
27,115,Pine Lake township
27,115,Pokegama township
27,115,Rock Creek city
27,115,Royalton township
27,115,Rutledge city
27,115,Sandstone city
27,115,Sandstone township
27,115,Sturgeon Lake city
27,115,Sturgeon Lake township
27,115,Willow River city
27,115,Wilma township
27,115,Windemere township
27,117,Aetna township
27,117,Altona township
27,117,Burke township
27,117,Eden township
27,117,Edgerton city
27,117,Elmer township
27,117,Fountain Prairie township
27,117,Grange township
27,117,Gray township
27,117,Hatfield city
27,117,Holland city
27,117,Ihlen city
27,117,Jasper city
27,117,Osborne township
27,117,Pipestone city
27,117,Rock township
27,117,Ruthton city
27,117,Sweet township
27,117,Trosky city
27,117,Troy township
27,117,Woodstock city
27,119,Andover township
27,119,Angus township
27,119,Badger township
27,119,Belgium township
27,119,Beltrami city
27,119,Brandsvold township
27,119,Brandt township
27,119,Brislet township
27,119,Bygland township
27,119,Chester township
27,119,Climax city
27,119,Columbia township
27,119,Crookston city
27,119,Crookston township
27,119,East Grand Forks city
27,119,Eden township
27,119,Erskine city
27,119,Esther township
27,119,Euclid township
27,119,Fairfax township
27,119,Fanny township
27,119,Farley township
27,119,Fertile city
27,119,Fisher city
27,119,Fisher township
27,119,Fosston city
27,119,Garden township
27,119,Garfield township
27,119,Gentilly township
27,119,Godfrey township
27,119,Grand Forks township
27,119,Grove Park-Tilden township
27,119,Gully city
27,119,Gully township
27,119,Hammond township
27,119,Helgeland township
27,119,Higdem township
27,119,Hill River township
27,119,Hubbard township
27,119,Huntsville township
27,119,Johnson township
27,119,Kertsonville township
27,119,Keystone township
27,119,King township
27,119,Knute township
27,119,Lengby city
27,119,Lessor township
27,119,Liberty township
27,119,Lowell township
27,119,McIntosh city
27,119,Mentor city
27,119,Nesbit township
27,119,Nielsville city
27,119,Northland township
27,119,Onstad township
27,119,Parnell township
27,119,Queen township
27,119,Reis township
27,119,Rhinehart township
27,119,Roome township
27,119,Rosebud township
27,119,Russia township
27,119,Sandsville township
27,119,Scandia township
27,119,Sletten township
27,119,Sullivan township
27,119,Tabor township
27,119,Trail city
27,119,Tynsid township
27,119,Vineland township
27,119,Winger city
27,119,Winger township
27,119,Woodside township
27,121,Bangor township
27,121,Barsness township
27,121,Ben Wade township
27,121,Blue Mounds township
27,121,Brooten city
27,121,Chippewa Falls township
27,121,Cyrus city
27,121,Farwell city
27,121,Gilchrist township
27,121,Glenwood city
27,121,Glenwood township
27,121,Grove Lake township
27,121,Hoff township
27,121,Lake Johanna township
27,121,Langhei township
27,121,Leven township
27,121,Long Beach city
27,121,Lowry city
27,121,Minnewaska township
27,121,New Prairie township
27,121,Nora township
27,121,Reno township
27,121,Rolling Forks township
27,121,Sedan city
27,121,Starbuck city
27,121,Villard city
27,121,Walden township
27,121,Westport city
27,121,Westport township
27,121,White Bear Lake township
27,123,Arden Hills city
27,123,Blaine city
27,123,Falcon Heights city
27,123,Gem Lake city
27,123,Lauderdale city
27,123,Little Canada city
27,123,Maplewood city
27,123,Mounds View city
27,123,New Brighton city
27,123,North Oaks city
27,123,North St. Paul city
27,123,Roseville city
27,123,St. Anthony city
27,123,St. Paul city
27,123,Shoreview city
27,123,Spring Lake Park city
27,123,Vadnais Heights city
27,123,White Bear township
27,123,White Bear Lake city
27,125,Brooks city
27,125,Browns Creek township
27,125,Emardville township
27,125,Equality township
27,125,Garnes township
27,125,Gervais township
27,125,Lake Pleasant township
27,125,Lambert township
27,125,Louisville township
27,125,Oklee city
27,125,Plummer city
27,125,Poplar River township
27,125,Red Lake Falls city
27,125,Red Lake Falls township
27,125,River township
27,125,Terrebonne township
27,125,Wylie township
27,127,Belview city
27,127,Brookville township
27,127,Charlestown township
27,127,Clements city
27,127,Delhi city
27,127,Delhi township
27,127,Gales township
27,127,Granite Rock township
27,127,Honner township
27,127,Johnsonville township
27,127,Kintire township
27,127,Lamberton city
27,127,Lamberton township
27,127,Lucan city
27,127,Milroy city
27,127,Morgan city
27,127,Morgan township
27,127,New Avon township
27,127,North Hero township
27,127,Paxton township
27,127,Redwood Falls city
27,127,Redwood Falls township
27,127,Revere city
27,127,Sanborn city
27,127,Seaforth city
27,127,Sheridan township
27,127,Sherman township
27,127,Springdale township
27,127,Sundown township
27,127,Swedes Forest township
27,127,Three Lakes township
27,127,Underwood township
27,127,Vail township
27,127,Vesta city
27,127,Vesta township
27,127,Wabasso city
27,127,Walnut Grove city
27,127,Wanda city
27,127,Waterbury township
27,127,Westline township
27,127,Willow Lake township
27,129,Bandon township
27,129,Beaver Falls township
27,129,Birch Cooley township
27,129,Bird Island city
27,129,Bird Island township
27,129,Boon Lake township
